node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert
732,disease,combined oxidative phosphorylation deficiency,MONDO,combined oxidative phosphorylation deficiency,combined oxidative phosphorylation deficiency,30020_33570_14775_33533_32712_14781_54741_33534_30006_32679_54654_30008_20727_33631_54742_32726_30017_30007_54677_54781_33537_33569_14269_732_33566
33566,disease,combined oxidative phosphorylation deficiency 48,MONDO,combined oxidative phosphorylation deficiency,combined oxidative phosphorylation deficiency,30020_33570_14775_33533_32712_14781_54741_33534_30006_32679_54654_30008_20727_33631_54742_32726_30017_30007_54677_54781_33537_33569_14269_732_33566
14226,disease,idiopathic CD4 lymphocytopenia,MONDO,idiopathic CD4 lymphocytopenia,idiopathic CD4 lymphocytopenia,14226_5807
5807,disease,idiopathic CD4-positive T-lymphocytopenia,MONDO,idiopathic CD4-positive T-lymphocytopenia,idiopathic CD4 lymphocytopenia,14226_5807
13878,disease,"pulmonary fibrosis and/or bone marrow failure, Telomere-related, 1",MONDO,"pulmonary fibrosis and/or bone marrow failure, Telomere-related","pulmonary fibrosis and/or bone marrow failure, telomere-related",13878_32865_14613_13879_14612_148
32865,disease,"pulmonary fibrosis and/or bone marrow failure, telomere-related, 5",MONDO,"pulmonary fibrosis and/or bone marrow failure, Telomere-related","pulmonary fibrosis and/or bone marrow failure, telomere-related",13878_32865_14613_13879_14612_148
14613,disease,"pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3",MONDO,"pulmonary fibrosis and/or bone marrow failure, Telomere-related","pulmonary fibrosis and/or bone marrow failure, telomere-related",13878_32865_14613_13879_14612_148
13879,disease,"pulmonary fibrosis and/or bone marrow failure, Telomere-related, 2",MONDO,"pulmonary fibrosis and/or bone marrow failure, Telomere-related","pulmonary fibrosis and/or bone marrow failure, telomere-related",13878_32865_14613_13879_14612_148
14612,disease,"pulmonary fibrosis and/or bone marrow failure, Telomere-related, 4",MONDO,"pulmonary fibrosis and/or bone marrow failure, Telomere-related","pulmonary fibrosis and/or bone marrow failure, telomere-related",13878_32865_14613_13879_14612_148
148,disease,"pulmonary fibrosis and/or bone marrow failure, telomere-related",MONDO,"pulmonary fibrosis and/or bone marrow failure, telomere-related","pulmonary fibrosis and/or bone marrow failure, telomere-related",13878_32865_14613_13879_14612_148
14611,disease,multiple mitochondrial dysfunctions syndrome 4,MONDO,multiple mitochondrial dysfunctions syndrome,multiple mitochondrial dysfunctions syndrome,14611_33282_14132_13675_11582_54785
33282,disease,multiple mitochondrial dysfunctions syndrome 5,MONDO,multiple mitochondrial dysfunctions syndrome,multiple mitochondrial dysfunctions syndrome,14611_33282_14132_13675_11582_54785
14132,disease,multiple mitochondrial dysfunctions syndrome 3,MONDO,multiple mitochondrial dysfunctions syndrome,multiple mitochondrial dysfunctions syndrome,14611_33282_14132_13675_11582_54785
13675,disease,multiple mitochondrial dysfunctions syndrome 2,MONDO,multiple mitochondrial dysfunctions syndrome,multiple mitochondrial dysfunctions syndrome,14611_33282_14132_13675_11582_54785
11582,disease,multiple mitochondrial dysfunctions syndrome 1,MONDO,multiple mitochondrial dysfunctions syndrome,multiple mitochondrial dysfunctions syndrome,14611_33282_14132_13675_11582_54785
54785,disease,multiple mitochondrial dysfunctions syndrome 6,MONDO,multiple mitochondrial dysfunctions syndrome,multiple mitochondrial dysfunctions syndrome,14611_33282_14132_13675_11582_54785
10042,disease,spastic diplegia and intellectual disability,MONDO,spastic diplegia and intellectual disability,"spastic paraplegia, ataxia, diplegia and intellectual disability",10042_11858
11858,disease,"spastic paraplegia, ataxia, and intellectual disability",MONDO,"spastic paraplegia, ataxia, and intellectual disability","spastic paraplegia, ataxia, diplegia and intellectual disability",10042_11858
12878,disease,Cowden syndrome 2,MONDO,Cowden syndrome,Cowden disease,12878_14047_8021_14046_14048_14045_14802_16063
14047,disease,Cowden syndrome 5,MONDO,Cowden syndrome,Cowden disease,12878_14047_8021_14046_14048_14045_14802_16063
8021,disease,Cowden syndrome 1,MONDO,Cowden syndrome,Cowden disease,12878_14047_8021_14046_14048_14045_14802_16063
14046,disease,Cowden syndrome 4,MONDO,Cowden syndrome,Cowden disease,12878_14047_8021_14046_14048_14045_14802_16063
14048,disease,Cowden syndrome 6,MONDO,Cowden syndrome,Cowden disease,12878_14047_8021_14046_14048_14045_14802_16063
14045,disease,Cowden syndrome 3,MONDO,Cowden syndrome,Cowden disease,12878_14047_8021_14046_14048_14045_14802_16063
14802,disease,Cowden syndrome 7,MONDO,Cowden syndrome,Cowden disease,12878_14047_8021_14046_14048_14045_14802_16063
16063,disease,Cowden disease,MONDO,Cowden disease,Cowden disease,12878_14047_8021_14046_14048_14045_14802_16063
54680,disease,"epiphyseal dysplasia, multiple, 7",MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
10844,disease,"epiphyseal dysplasia, multiple, 2",MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
10964,disease,"epiphyseal dysplasia, multiple, 3",MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
9189,disease,multiple epiphyseal dysplasia type 4,MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
13591,disease,"epiphyseal dysplasia, multiple, 6",MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
7561,disease,multiple epiphyseal dysplasia type 1,MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
7562,disease,"multiple epiphyseal dysplasia, Beighton type",MONDO,"multiple epiphyseal dysplasia, Beighton type",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
12558,disease,"epiphyseal dysplasia, Baumann type",MONDO,"epiphyseal dysplasia, Baumann type",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
11109,disease,"multiple epiphyseal dysplasia, Lowry type",MONDO,"multiple epiphyseal dysplasia, Lowry type",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
11765,disease,multiple epiphyseal dysplasia type 5,MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
16648,disease,multiple epiphyseal dysplasia (disease),MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia,54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648
7240,disease,"progressive familial heart block, type 1A",MONDO,"progressive familial heart block,",progressive familial heart block,7240_7701_11474_19490
7701,disease,progressive familial heart block type II,MONDO,"progressive familial heart block,",progressive familial heart block,7240_7701_11474_19490
11474,disease,progressive familial heart block type IB,MONDO,"progressive familial heart block,",progressive familial heart block,7240_7701_11474_19490
19490,disease,progressive familial heart block,MONDO,progressive familial heart block,progressive familial heart block,7240_7701_11474_19490
13122,disease,"glaucoma 3, primary congenital, D",MONDO,"glaucoma 3, primary congenital","glaucoma 3, primary congenital",13122_14998_13121
14998,disease,"glaucoma 3, primary congenital, E",MONDO,"glaucoma 3, primary congenital","glaucoma 3, primary congenital",13122_14998_13121
13121,disease,"glaucoma 3, primary congenital, C",MONDO,"glaucoma 3, primary congenital","glaucoma 3, primary congenital",13122_14998_13121
9968,disease,"renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss",MONDO,"renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss","renal tubular acidosis, distal, with or without sensorineural hearing loss",9968_11268
11268,disease,"renal tubular acidosis, distal, 3, with or without sensorineural hearing loss",MONDO,"renal tubular acidosis, distal, 3, with or without sensorineural hearing loss","renal tubular acidosis, distal, with or without sensorineural hearing loss",9968_11268
8725,disease,congenital lipoid adrenal hyperplasia due to STAR deficency,MONDO,congenital lipoid adrenal hyperplasia due to STAR deficency,congenital lipoid adrenal hyperplasia due to STAR deficency,8725_17972_17973
17972,disease,classic congenital lipoid adrenal hyperplasia due to STAR deficency,MONDO,classic congenital lipoid adrenal hyperplasia due to STAR deficency,congenital lipoid adrenal hyperplasia due to STAR deficency,8725_17972_17973
17973,disease,non-classic congenital lipoid adrenal hyperplasia due to STAR deficency,MONDO,non-classic congenital lipoid adrenal hyperplasia due to STAR deficency,congenital lipoid adrenal hyperplasia due to STAR deficency,8725_17972_17973
9319,disease,pantothenate kinase-associated neurodegeneration,MONDO,pantothenate kinase-associated neurodegeneration,pantothenate kinase-associated neurodegeneration,9319_16305_16304
16305,disease,atypical pantothenate kinase-associated neurodegeneration,MONDO,atypical pantothenate kinase-associated neurodegeneration,pantothenate kinase-associated neurodegeneration,9319_16305_16304
16304,disease,classic pantothenate kinase-associated neurodegeneration,MONDO,classic pantothenate kinase-associated neurodegeneration,pantothenate kinase-associated neurodegeneration,9319_16305_16304
14152,disease,left ventricular noncompaction 8,MONDO,left ventricular noncompaction,left ventricular noncompaction,14152_11403_14042_14163_18901_12285
11403,disease,left ventricular noncompaction 1,MONDO,left ventricular noncompaction,left ventricular noncompaction,14152_11403_14042_14163_18901_12285
14042,disease,left ventricular noncompaction 7,MONDO,left ventricular noncompaction,left ventricular noncompaction,14152_11403_14042_14163_18901_12285
14163,disease,left ventricular noncompaction 10,MONDO,left ventricular noncompaction,left ventricular noncompaction,14152_11403_14042_14163_18901_12285
18901,disease,left ventricular noncompaction (disease),MONDO,left ventricular noncompaction,left ventricular noncompaction,14152_11403_14042_14163_18901_12285
12285,disease,left ventricular noncompaction 2,MONDO,left ventricular noncompaction,left ventricular noncompaction,14152_11403_14042_14163_18901_12285
7293,disease,leukocyte adhesion deficiency 1,MONDO,leukocyte adhesion deficiency,leukocyte adhesion deficiency,7293_13016_9953_17570
13016,disease,leukocyte adhesion deficiency 3,MONDO,leukocyte adhesion deficiency,leukocyte adhesion deficiency,7293_13016_9953_17570
9953,disease,leukocyte adhesion deficiency type II,MONDO,leukocyte adhesion deficiency,leukocyte adhesion deficiency,7293_13016_9953_17570
17570,disease,leukocyte adhesion deficiency,MONDO,leukocyte adhesion deficiency,leukocyte adhesion deficiency,7293_13016_9953_17570
14806,disease,spinal muscular atrophy with congenital bone fractures 1,MONDO,spinal muscular atrophy with congenital bone fractures,spinal muscular atrophy with congenital bone fractures,14806_14807_209
14807,disease,spinal muscular atrophy with congenital bone fractures 2,MONDO,spinal muscular atrophy with congenital bone fractures,spinal muscular atrophy with congenital bone fractures,14806_14807_209
209,disease,prenatal-onset spinal muscular atrophy with congenital bone fractures,MONDO,prenatal-onset spinal muscular atrophy with congenital bone fractures,spinal muscular atrophy with congenital bone fractures,14806_14807_209
11592,disease,exudative vitreoretinopathy 3,MONDO,exudative vitreoretinopathy,exudative vitreoretinopathy,11592_7589_33123_13218_14652_11151_19516
7589,disease,exudative vitreoretinopathy 1,MONDO,exudative vitreoretinopathy,exudative vitreoretinopathy,11592_7589_33123_13218_14652_11151_19516
33123,disease,exudative vitreoretinopathy 7,MONDO,exudative vitreoretinopathy,exudative vitreoretinopathy,11592_7589_33123_13218_14652_11151_19516
13218,disease,exudative vitreoretinopathy 5,MONDO,exudative vitreoretinopathy,exudative vitreoretinopathy,11592_7589_33123_13218_14652_11151_19516
14652,disease,exudative vitreoretinopathy 6,MONDO,exudative vitreoretinopathy,exudative vitreoretinopathy,11592_7589_33123_13218_14652_11151_19516
11151,disease,exudative vitreoretinopathy 4,MONDO,exudative vitreoretinopathy,exudative vitreoretinopathy,11592_7589_33123_13218_14652_11151_19516
19516,disease,exudative vitreoretinopathy,MONDO,exudative vitreoretinopathy,exudative vitreoretinopathy,11592_7589_33123_13218_14652_11151_19516
10194,disease,Weill-Marchesani syndrome 1,MONDO,Weill-Marchesani syndrome,Weill-Marchesani syndrome,10194_13899_18096
13899,disease,Weill-Marchesani syndrome 3,MONDO,Weill-Marchesani syndrome,Weill-Marchesani syndrome,10194_13899_18096
18096,disease,Weill-Marchesani syndrome,MONDO,Weill-Marchesani syndrome,Weill-Marchesani syndrome,10194_13899_18096
20751,disease,orthostatic hypotension 2,MONDO,orthostatic hypotension,orthostatic hypotension,20751_5469_15914_21272
5469,disease,orthostatic hypotension (disease),MONDO,orthostatic hypotension,orthostatic hypotension,20751_5469_15914_21272
15914,disease,primary orthostatic hypotension,MONDO,primary orthostatic hypotension,orthostatic hypotension,20751_5469_15914_21272
21272,disease,inherited orthostatic hypotension,MONDO,inherited orthostatic hypotension,orthostatic hypotension,20751_5469_15914_21272
12807,disease,epidermolysis bullosa simplex with pyloric atresia,MONDO,epidermolysis bullosa simplex with pyloric atresia,epidermolysis bullosa simplex with pyloric atresia,12807_9183
9183,disease,junctional epidermolysis bullosa with pyloric atresia,MONDO,junctional epidermolysis bullosa with pyloric atresia,epidermolysis bullosa simplex with pyloric atresia,12807_9183
9960,disease,inflammatory bowel disease 1,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12845,disease,inflammatory bowel disease 19,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
33643,disease,inflammatory bowel disease 30,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
11471,disease,inflammatory bowel disease 3,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12831,disease,inflammatory bowel disease 13,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12875,disease,inflammatory bowel disease 21,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12941,disease,inflammatory bowel disease 25,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
13153,disease,inflammatory bowel disease 28,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
8617,disease,inflammatory bowel disease 11,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
54849,disease,inflammatory bowel disease 29,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
5265,disease,inflammatory bowel disease,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12832,disease,inflammatory bowel disease 14,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12610,disease,inflammatory bowel disease 10,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12840,disease,inflammatory bowel disease 17,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
11087,disease,inflammatory bowel disease 2,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
11521,disease,inflammatory bowel disease 7,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
11661,disease,inflammatory bowel disease 5,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
11699,disease,inflammatory bowel disease 8,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
11700,disease,inflammatory bowel disease 6,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
11701,disease,inflammatory bowel disease 4,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12040,disease,inflammatory bowel disease 9,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12829,disease,inflammatory bowel disease 12,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12837,disease,inflammatory bowel disease 15,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12838,disease,inflammatory bowel disease 16,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12841,disease,inflammatory bowel disease 18,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12852,disease,inflammatory bowel disease 20,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12886,disease,inflammatory bowel disease 22,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12887,disease,inflammatory bowel disease 23,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12940,disease,inflammatory bowel disease 24,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
12973,disease,inflammatory bowel disease 26,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
13012,disease,inflammatory bowel disease 27,MONDO,inflammatory bowel disease,inflammatory bowel disease,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012
8493,disease,overhydrated hereditary stomatocytosis,MONDO,overhydrated hereditary stomatocytosis,hereditary stomatocytosis,8493_14737_17910_20102
14737,disease,dehydrated hereditary stomatocytosis 2,MONDO,dehydrated hereditary stomatocytosis 2,hereditary stomatocytosis,8493_14737_17910_20102
17910,disease,dehydrated hereditary stomatocytosis,MONDO,dehydrated hereditary stomatocytosis,hereditary stomatocytosis,8493_14737_17910_20102
20102,disease,hereditary stomatocytosis,MONDO,hereditary stomatocytosis,hereditary stomatocytosis,8493_14737_17910_20102
12516,disease,mandibulofacial dysostosis-microcephaly syndrome,MONDO,mandibulofacial dysostosis-microcephaly syndrome,mandibulofacial dysostosis,12516_9559_14608_15483
9559,disease,mandibulofacial dysostosis with mental deficiency,MONDO,mandibulofacial dysostosis with mental deficiency,mandibulofacial dysostosis,12516_9559_14608_15483
14608,disease,mandibulofacial dysostosis with alopecia,MONDO,mandibulofacial dysostosis with alopecia,mandibulofacial dysostosis,12516_9559_14608_15483
15483,disease,mandibulofacial dysostosis,MONDO,mandibulofacial dysostosis,mandibulofacial dysostosis,12516_9559_14608_15483
14538,disease,"fibrosis of extraocular muscles, congenital, 5",MONDO,"fibrosis of extraocular muscles, congenital",congenital fibrosis of extraocular muscles,14538_12262_11181_21083_7614
12262,disease,"fibrosis of extraocular muscles, congenital, 3c",MONDO,"fibrosis of extraocular muscles, congenital",congenital fibrosis of extraocular muscles,14538_12262_11181_21083_7614
11181,disease,"fibrosis of extraocular muscles, congenital, 2",MONDO,"fibrosis of extraocular muscles, congenital",congenital fibrosis of extraocular muscles,14538_12262_11181_21083_7614
21083,disease,congenital fibrosis of extraocular muscles type 1,MONDO,"fibrosis of extraocular muscles, congenital",congenital fibrosis of extraocular muscles,14538_12262_11181_21083_7614
7614,disease,congenital fibrosis of extraocular muscles,MONDO,congenital fibrosis of extraocular muscles,congenital fibrosis of extraocular muscles,14538_12262_11181_21083_7614
8768,disease,neuronal ceroid lipofuscinosis 4A,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
9745,disease,neuronal ceroid lipofuscinosis 5,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
8769,disease,neuronal ceroid lipofuscinosis 2,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
14147,disease,neuronal ceroid lipofuscinosis 13,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
12588,disease,neuronal ceroid lipofuscinosis 7,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
9744,disease,neuronal ceroid lipofuscinosis 1,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
10830,disease,neuronal ceroid lipofuscinosis 8,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
12188,disease,neuronal ceroid lipofuscinosis 9,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
13866,disease,neuronal ceroid lipofuscinosis 11,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
11144,disease,neuronal ceroid lipofuscinosis 6,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
12414,disease,neuronal ceroid lipofuscinosis 10,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
8767,disease,neuronal ceroid lipofuscinosis 3,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
8083,disease,neuronal ceroid lipofuscinosis 4B,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
19260,disease,adult neuronal ceroid lipofuscinosis,MONDO,adult neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
19262,disease,juvenile neuronal ceroid lipofuscinosis,MONDO,juvenile neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
16295,disease,neuronal ceroid lipofuscinosis,MONDO,neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
11216,disease,hemochromatosis type 2A,MONDO,hemochromatosis,hemochromatosis,11216_21001_11631_11417_13220_14225_19257
21001,disease,hemochromatosis type 1,MONDO,hemochromatosis,hemochromatosis,11216_21001_11631_11417_13220_14225_19257
11631,disease,hemochromatosis type 4,MONDO,hemochromatosis,hemochromatosis,11216_21001_11631_11417_13220_14225_19257
11417,disease,hemochromatosis type 3,MONDO,hemochromatosis,hemochromatosis,11216_21001_11631_11417_13220_14225_19257
13220,disease,hemochromatosis type 2B,MONDO,hemochromatosis,hemochromatosis,11216_21001_11631_11417_13220_14225_19257
