node_id,node_type,node_name,node_source,group_name_auto,group_name_bert
18243,disease,intellectual disability-hyperkinetic movement-truncal ataxia syndrome,MONDO,intellectual disability-hyperkinetic movement-truncal ataxia syndrome,intellectual disability-hyperkinetic movement-truncal ataxia syndrome
6037,disease,hydrolethalus syndrome,MONDO,hydrolethalus syndrome,hydrolethalus syndrome
8882,disease,congenital bowing of long bones,MONDO,congenital bowing of long bones,congenital bowing of long bones
16464,disease,insulin-resistance syndrome type B,MONDO,insulin-resistance syndrome,insulin-resistance syndrome
12520,disease,insulin-resistance syndrome type A,MONDO,insulin-resistance syndrome,insulin-resistance syndrome
16459,disease,2q23.1 microdeletion syndrome,MONDO,2q23.1 microdeletion syndrome,2q23.1 microdeletion syndrome
19067,disease,idiopathic steroid-sensitive nephrotic syndrome,MONDO,idiopathic steroid-sensitive nephrotic syndrome,idiopathic steroid-sensitive nephrotic syndrome
16460,disease,polyvalvular heart disease syndrome,MONDO,polyvalvular heart disease syndrome,polyvalvular heart disease syndrome
19068,disease,congenital membranous nephropathy due to maternal anti-neutral endopeptidase alloimmunization,MONDO,congenital membranous nephropathy due to maternal anti-neutral endopeptidase alloimmunization,congenital membranous nephropathy due to maternal anti-neutral endopeptidase alloimmunization
18824,disease,pyoderma gangrenosum,MONDO,pyoderma gangrenosum,pyoderma gangrenosum
16433,disease,dysmorphism-short stature-deafness-disorder of sex development syndrome,MONDO,dysmorphism-short stature-deafness-disorder of sex development syndrome,dysmorphism-short stature-deafness-disorder of sex development syndrome
16461,disease,5q35 microduplication syndrome,MONDO,5q35 microduplication syndrome,5q35 microduplication syndrome
16417,disease,congenital ichthyosis-microcephalus-tetraplegia syndrome,MONDO,congenital ichthyosis-microcephalus-tetraplegia syndrome,congenital ichthyosis-microcephalus-tetraplegia syndrome
15753,disease,cap myopathy,MONDO,cap myopathy,cap myopathy
7667,disease,subependymoma,MONDO,subependymoma,subependymoma
16699,disease,myxopapillary ependymoma,MONDO,myxopapillary ependymoma,myxopapillary ependymoma
16462,disease,isolated agammaglobulinemia,MONDO,isolated agammaglobulinemia,agammaglobulinemia
16407,disease,oligomeganephronia,MONDO,oligomeganephronia,oligomeganephronia
16698,disease,ependymoma,MONDO,ependymoma,ependymoma
133,disease,immunodeficiency-centromeric instability-facial anomalies syndrome,MONDO,immunodeficiency-centromeric instability-facial anomalies syndrome,immunodeficiency-centromeric instability-facial anomalies syndrome
16414,disease,"hypotrichosis-intellectual disability, Lopes type",MONDO,"hypotrichosis-intellectual disability, Lopes type","hypotrichosis-intellectual disability, Lopes type"
17140,disease,L1 syndrome,MONDO,L1 syndrome,L1 syndrome
18018,disease,wild type ATTR amyloidosis,MONDO,wild type ATTR amyloidosis,wild type ATTR amyloidosis
15536,disease,papular xanthoma,MONDO,papular xanthoma,papular xanthoma
16393,disease,hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,MONDO,hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome
15535,disease,xanthoma disseminatum,MONDO,xanthoma disseminatum,xanthoma disseminatum
15534,disease,juvenile xanthogranuloma,MONDO,juvenile xanthogranuloma,xanthogranuloma
6372,disease,pituicytoma,MONDO,pituicytoma,pituicytoma
6806,disease,intermediate uveitis (disease),MONDO,intermediate uveitis (disease),intermediate uveitis (disease)
5081,disease,preeclampsia,MONDO,preeclampsia,preeclampsia
16395,disease,foveal hypoplasia-presenile cataract syndrome,MONDO,foveal hypoplasia-presenile cataract syndrome,foveal hypoplasia-presenile cataract syndrome
20482,disease,myotonia permanens,MONDO,myotonia permanens,myotonia permanens
20483,disease,acetazolamide-responsive myotonia,MONDO,acetazolamide-responsive myotonia,acetazolamide-responsive myotonia
18656,disease,tremor-ataxia-central hypomyelination syndrome,MONDO,tremor-ataxia-central hypomyelination syndrome,tremor-ataxia-central hypomyelination syndrome
4933,disease,hypoplastic left heart syndrome,MONDO,hypoplastic left heart syndrome,hypoplastic left heart syndrome
16392,disease,cerebellar hypoplasia-tapetoretinal degeneration syndrome,MONDO,cerebellar hypoplasia-tapetoretinal degeneration syndrome,cerebellar hypoplasia-tapetoretinal degeneration syndrome
20479,disease,pituitary gigantism,MONDO,pituitary gigantism,pituitary gigantism
2728,disease,rhabdoid tumor,MONDO,rhabdoid tumor,rhabdoid tumor
5060,disease,liposarcoma,MONDO,liposarcoma,liposarcoma
15539,disease,progressive nodular histiocytosis,MONDO,progressive nodular histiocytosis,progressive nodular histiocytosis
16386,disease,hypogonadotropic hypogonadism-retinitis pigmentosa syndrome,MONDO,hypogonadotropic hypogonadism-retinitis pigmentosa syndrome,hypogonadotropic hypogonadism-retinitis pigmentosa syndrome
16385,disease,hypogonadism-mitral valve prolapse-intellectual disability syndrome,MONDO,hypogonadism-mitral valve prolapse-intellectual disability syndrome,hypogonadism-mitral valve prolapse-intellectual disability syndrome
16603,disease,citrullinemia type II,MONDO,citrullinemia,citrullinemia
33925,disease,pediatric-onset Graves disease,MONDO,pediatric-onset Graves disease,pediatric-onset Graves disease
18653,disease,Polymerase proofreading-related adenomatous polyposis,MONDO,Polymerase proofreading-related adenomatous polyposis,Polymerase proofreading-related adenomatous polyposis
17256,disease,idiopathic anterior uveitis,MONDO,idiopathic anterior uveitis,idiopathic uveitis
16390,disease,familial isolated hypoparathyroidism,MONDO,familial isolated hypoparathyroidism,familial isolated hypoparathyroidism
18705,disease,infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome,MONDO,infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome,infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome
44354,disease,Rosai-Dorfman disease,MONDO,Rosai-Dorfman disease,Rosai-Dorfman disease
17213,disease,postorgasmic illness syndrome,MONDO,postorgasmic illness syndrome,postorgasmic illness syndrome
16380,disease,acquired hypertrichosis lanuginosa,MONDO,acquired hypertrichosis lanuginosa,acquired hypertrichosis lanuginosa
17258,disease,idiopathic panuveitis,MONDO,idiopathic panuveitis,idiopathic panuveitis
16546,disease,primary orthostatic tremor,MONDO,primary orthostatic tremor,primary orthostatic tremor
19260,disease,adult neuronal ceroid lipofuscinosis,MONDO,adult neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis
18153,disease,Erdheim-Chester disease,MONDO,Erdheim-Chester disease,Erdheim-Chester disease
19261,disease,infantile neuronal ceroid lipofuscinosis,MONDO,infantile neuronal ceroid lipofuscinosis,infantile neuronal ceroid lipofuscinosis
19262,disease,juvenile neuronal ceroid lipofuscinosis,MONDO,juvenile neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis
19725,disease,pediatric systemic lupus erythematosus,MONDO,pediatric systemic lupus erythematosus,pediatric systemic lupus erythematosus
13847,disease,chromosome 16p11.2 duplication syndrome,MONDO,chromosome 16p11.2 duplication syndrome,chromosome 16p11.2 duplication syndrome
16378,disease,maternal hyperthermia induced birth defects,MONDO,maternal hyperthermia induced birth defects,maternal hyperthermia induced birth defects
16357,disease,dysplastic cortical hyperostosis,MONDO,dysplastic cortical hyperostosis,dysplastic cortical hyperostosis
16353,disease,palmoplantar keratoderma-spastic paralysis syndrome,MONDO,palmoplantar keratoderma-spastic paralysis syndrome,palmoplantar keratoderma-spastic paralysis syndrome
19259,disease,classic phenylketonuria,MONDO,classic phenylketonuria,phenylketonuria
16366,disease,maternal phenylketonuria,MONDO,maternal phenylketonuria,phenylketonuria
18566,disease,short stature-advanced bone age-early-onset osteoarthritis syndrome,MONDO,short stature-advanced bone age-early-onset osteoarthritis syndrome,short stature-advanced bone age-early-onset osteoarthritis syndrome
18490,disease,cono-spondylar dysplasia,MONDO,cono-spondylar dysplasia,cono-spondylar dysplasia
18736,disease,kaposiform lymphangiomatosis,MONDO,kaposiform lymphangiomatosis,kaposiform lymphangiomatosis
19257,disease,hemochromatosis type 2,MONDO,hemochromatosis,hemochromatosis
19365,disease,scrub typhus,MONDO,scrub typhus,scrub typhus
16484,disease,Usher syndrome type 2,MONDO,Usher syndrome,Usher syndrome
24472,disease,boutonneuse fever,MONDO,boutonneuse fever,boutonneuse fever
18297,disease,hypotonia-speech impairment-severe cognitive delay syndrome,MONDO,hypotonia-speech impairment-severe cognitive delay syndrome,hypotonia-speech impairment-severe cognitive delay syndrome
11794,disease,obsolete Dravet syndrome,MONDO,obsolete Dravet syndrome,obsolete Dravet syndrome
15826,disease,autosomal dominant spondylocostal dysostosis,MONDO,autosomal dominant spondylocostal dysostosis,spondylocostal dysostosis
15824,disease,oculomaxillofacial dysostosis,MONDO,oculomaxillofacial dysostosis,oculomaxillofacial dysostosis
16485,disease,Usher syndrome type 3,MONDO,Usher syndrome,Usher syndrome
34021,disease,spondylodysplastic Ehlers-Danlos syndrome,MONDO,spondylodysplastic Ehlers-Danlos syndrome,spondylodysplastic Ehlers-Danlos syndrome
12359,disease,combined immunodeficiency due to partial RAG1 deficiency,MONDO,combined immunodeficiency due to partial RAG1 deficiency,combined immunodeficiency due to partial RAG1 deficiency
19264,disease,alpha-N-acetylgalactosaminidase deficiency type 3,MONDO,alpha-N-acetylgalactosaminidase deficiency,alpha-N-acetylgalactosaminidase deficiency
18253,disease,intellectual disability-facial dysmorphism-hand anomalies syndrome,MONDO,intellectual disability-facial dysmorphism-hand anomalies syndrome,intellectual disability-facial dysmorphism-hand anomalies syndrome
17577,disease,spontaneous periodic hypothermia,MONDO,spontaneous periodic hypothermia,spontaneous periodic hypothermia
17048,disease,pseudomyxoma peritonei,MONDO,pseudomyxoma peritonei,pseudomyxoma peritonei
15780,disease,dyskeratosis congenita,MONDO,dyskeratosis congenita,dyskeratosis congenita
15779,disease,"45,X/46,XY mixed gonadal dysgenesis",MONDO,"45,X/46,XY mixed gonadal dysgenesis","45,X/46,XY mixed gonadal dysgenesis"
15782,disease,dysmorphism-cleft palate-loose skin syndrome,MONDO,dysmorphism-cleft palate-loose skin syndrome,dysmorphism-cleft palate-loose skin syndrome
19263,disease,autosomal erythropoietic protoporphyria,MONDO,autosomal erythropoietic protoporphyria,autosomal erythropoietic protoporphyria
15781,disease,facial dysmorphism-shawl scrotum-joint laxity syndrome,MONDO,facial dysmorphism-shawl scrotum-joint laxity syndrome,facial dysmorphism-shawl scrotum-joint laxity syndrome
16483,disease,intracranial berry aneurysm,MONDO,intracranial berry aneurysm,intracranial berry aneurysm
5345,disease,hypospadias (disease),MONDO,hypospadias (disease),hypospadias (disease)
3329,disease,ureteral obstruction (disease),MONDO,ureteral obstruction (disease),urethral obstruction
3282,disease,ovarian cyst (disease),MONDO,ovarian cyst (disease),ovarian cyst (disease)
4747,disease,cleft lip (disease),MONDO,cleft lip (disease),cleft lip (disease)
6500,disease,hemangioma,MONDO,hemangioma,hemangioma
5441,disease,otitis media (disease),MONDO,otitis media (disease),otitis media (disease)
20678,disease,sensorineural hearing loss disorder,MONDO,sensorineural hearing loss disorder,sensorineural hearing loss disorder
11284,disease,astigmatism (disease),MONDO,astigmatism (disease),astigmatism (disease)
19118,disease,inherited retinal dystrophy,MONDO,inherited retinal dystrophy,retinal cone dystrophy
5129,disease,cataract (disease),MONDO,cataract,cataract
4758,disease,scotoma (disease),MONDO,scotoma (disease),scotoma (disease)
4577,disease,corneal ulcer,MONDO,corneal ulcer,corneal ulcer
4770,disease,exophthalmos (disease),MONDO,exophthalmos (disease),exophthalmos (disease)
1303,disease,abnormal pupillary function (disease),MONDO,abnormal pupillary function (disease),abnormal pupillary function (disease)
5712,disease,congenital nystagmus,MONDO,congenital nystagmus,congenital nystagmus
1008,disease,blepharophimosis (disease),MONDO,blepharophimosis (disease),blepharophimosis (disease)
7591,disease,facial hypertrichosis (disease),MONDO,facial hypertrichosis (disease),facial hypertrichosis (disease)
5485,disease,psychotic disorder,MONDO,psychotic disorder,psychotic disorder
4750,disease,language disorder,MONDO,language disorder,language disorder
1836,disease,amenorrhea (disease),MONDO,amenorrhea (disease),amenorrhea (disease)
5015,disease,diabetes mellitus (disease),MONDO,diabetes mellitus (disease),diabetes mellitus (disease)
4126,disease,thyroiditis (disease),MONDO,thyroiditis (disease),thyroiditis (disease)
5044,disease,hypertensive disorder,MONDO,hypertensive disorder,hypertensive disorder
2615,disease,xanthomatosis (disease),MONDO,xanthomatosis (disease),xanthomatosis (disease)
19290,disease,hypopigmentation of the skin (disease),MONDO,hypopigmentation of the skin (disease),hypopigmentation of the skin (disease)
6499,disease,hamartoma (disease),MONDO,hamartoma (disease),hamartoma (disease)
5041,disease,glaucoma (disease),MONDO,glaucoma,glaucoma
3799,disease,conjunctivitis (disease),MONDO,conjunctivitis (disease),conjunctivitis (disease)
21003,disease,polydactyly (disease),MONDO,polydactyly (disease),polydactyly (disease)
18838,disease,lissencephaly spectrum disorders,MONDO,lissencephaly spectrum disorders,lissencephaly spectrum disorders
3441,disease,dystonic disorder,MONDO,dystonic disorder,dystonia
728,disease,ptosis (disease),MONDO,ptosis (disease),ptosis (disease)
6640,disease,adrenal gland hyperfunction,MONDO,adrenal gland hyperfunction,adrenal gland hyperfunction
465,disease,atrioventricular block (disease),MONDO,atrioventricular block (disease),atrioventricular block (disease)
21002,disease,syndactyly (disease),MONDO,syndactyly,syndactyly
15193,disease,hydrops fetalis (disease),MONDO,hydrops fetalis (disease),hydrops fetalis
5246,disease,osteomyelitis (disease),MONDO,osteomyelitis (disease),osteomyelitis (disease)
1357,disease,hypochromic anemia (disease),MONDO,hypochromic anemia (disease),hypochromic anemia
5571,disease,polycythemia (disease),MONDO,polycythemia (disease),polycythemia (disease)
19065,disease,amyloidosis (disease),MONDO,amyloidosis (disease),amyloidosis (disease)
6022,disease,acidosis disorder,MONDO,acidosis disorder,acidosis disorder
11122,disease,obesity disorder,MONDO,obesity disorder,obesity disorder
1673,disease,diarrheal disease,MONDO,diarrheal disease,diarrheal disease
17078,disease,cephalocele (disease),MONDO,cephalocele (disease),cephalocele (disease)
265,disease,aspiration pneumonia (disease),MONDO,aspiration pneumonia (disease),aspiration pneumonia (disease)
2076,disease,pneumothorax (disease),MONDO,pneumothorax (disease),pneumothorax (disease)
5098,disease,stroke disorder,MONDO,stroke disorder,stroke disorder
1256,disease,arteriovenous hemangioma/malformation,MONDO,arteriovenous hemangioma/malformation,arteriovenous hemangioma/malformation
1147,disease,meningocele (disease),MONDO,meningocele (disease),meningocele (disease)
5001,disease,chronic gastritis (disease),MONDO,chronic gastritis (disease),gastritis
945,disease,venous insufficiency (disease),MONDO,venous insufficiency (disease),venous insufficiency (disease)
2277,disease,arteriosclerosis disorder,MONDO,arteriosclerosis disorder,arteriosclerosis disorder
20417,disease,right aortic arch (disease),MONDO,right aortic arch (disease),right aortic arch (disease)
5468,disease,hypotensive disorder,MONDO,hypotensive disorder,hypotensive disorder
5392,disease,scoliosis,MONDO,scoliosis,scoliosis
19804,disease,tracheomalacia,MONDO,tracheomalacia,tracheomalacia
2257,disease,ankylosis (disease),MONDO,ankylosis (disease),ankylosis (disease)
5178,disease,osteoarthritis,MONDO,osteoarthritis,osteoarthritis
37748,disease,hyperlipoproteinemia,MONDO,hyperlipoproteinemia,hyperlipoproteinemia
1822,disease,hypolipoproteinemia (disease),MONDO,hypolipoproteinemia (disease),hypolipoproteinemia (disease)
1700,disease,megaloblastic anemia (disease),MONDO,megaloblastic anemia (disease),megaloblastic anemia (disease)
5290,disease,rhabdomyolysis (disease),MONDO,rhabdomyolysis (disease),rhabdomyolysis (disease)
866,disease,myoglobinuria,MONDO,myoglobinuria,myoglobinuria
5288,disease,intestinal polyp (disease),MONDO,intestinal polyp (disease),intestinal polyp (disease)
1044,disease,esophageal atresia (disease),MONDO,esophageal atresia (disease),esophageal atresia (disease)
19280,disease,hypertrichosis (disease),MONDO,hypertrichosis (disease),hypertrichosis (disease)
859,disease,spina bifida occulta (disease),MONDO,spina bifida occulta (disease),spina bifida
4981,disease,atrial fibrillation (disease),MONDO,atrial fibrillation (disease),atrial fibrillation (disease)
4910,disease,mitral valve prolapse (disease),MONDO,mitral valve prolapse (disease),mitral valve prolapse (disease)
1045,disease,intestinal atresia (disease),MONDO,intestinal atresia (disease),intestinal atresia (disease)
4967,disease,acute lymphoblastic leukemia (disease),MONDO,acute lymphoblastic leukemia (disease),acute lymphoblastic leukemia (disease)
94,disease,obsolete spherocytosis (disease),MONDO,obsolete spherocytosis (disease),spherocytosis
1245,disease,microcytic anemia,MONDO,microcytic anemia,microcytic anemia
2281,disease,macrocytic anemia (disease),MONDO,macrocytic anemia (disease),macrocytic anemia (disease)
1305,disease,laryngostenosis,MONDO,laryngostenosis,laryngostenosis
313,disease,hypophosphatemia (disease),MONDO,hypophosphatemia (disease),hypophosphatemia (disease)
5520,disease,rickets (disease),MONDO,rickets (disease),rickets (disease)
5469,disease,orthostatic hypotension (disease),MONDO,orthostatic hypotension,orthostatic hypotension
1314,disease,chondrocalcinosis,MONDO,chondrocalcinosis,chondrocalcinosis
5160,disease,aortic aneurysm (disease),MONDO,aortic aneurysm (disease),aortic aneurysm (disease)
754,disease,anal fistula (disease),MONDO,anal fistula (disease),anal fistula (disease)
28737,disease,obsolete biliary atresia disorder,MONDO,obsolete biliary atresia disorder,obsolete biliary atresia disorder
4966,disease,gastritis (disease),MONDO,gastritis (disease),gastritis
3783,disease,lymphopenia (disease),MONDO,lymphopenia (disease),lymphopenia (disease)
1149,disease,microcephaly (disease),MONDO,microcephaly (disease),microcephaly (disease)
2280,disease,anemia (disease),MONDO,anemia (disease),anemia (disease)
2274,disease,monoclonal paraproteinemia disease,MONDO,monoclonal paraproteinemia disease,monoclonal paraproteinemia disease
5402,disease,lymphoid leukemia (disease),MONDO,lymphoid leukemia (disease),lymphoid leukemia (disease)
5059,disease,leukemia (disease),MONDO,leukemia (disease),leukemia (disease)
19289,disease,hyperpigmentation of the skin,MONDO,hyperpigmentation of the skin,hyperpigmentation of the skin
21004,disease,brachydactyly (disease),MONDO,brachydactyly,brachydactyly
5965,disease,spinal stenosis,MONDO,spinal stenosis,spinal stenosis
8449,disease,spina bifida (disease),MONDO,spina bifida (disease),spina bifida
6869,disease,nodular goiter (disease),MONDO,nodular goiter (disease),nodular goiter (disease)
43494,disease,arteritis,MONDO,arteritis,arteritis
6181,disease,digestive system carcinoma,MONDO,digestive system carcinoma,digestive system carcinoma
5369,disease,carcinoid tumor (disease),MONDO,carcinoid tumor (disease),carcinoid tumor (disease)
4986,disease,urinary bladder carcinoma,MONDO,urinary bladder carcinoma,urinary bladder carcinoma
5086,disease,renal cell carcinoma (disease),MONDO,renal cell carcinoma (disease),renal cell carcinoma (disease)
2454,disease,thyroid adenoma (disease),MONDO,thyroid adenoma (disease),thyroid adenoma (disease)
4796,disease,infectious meningitis,MONDO,infectious meningitis,infectious meningitis
5466,disease,hypersomnia (disease),MONDO,hypersomnia (disease),hypersomnia (disease)
16122,disease,periodic paralysis (disease),MONDO,periodic paralysis (disease),periodic paralysis (disease)
19269,disease,ichthyosis (disease),MONDO,ichthyosis (disease),ichthyosis (disease)
6547,disease,exanthem (disease),MONDO,exanthem (disease),exanthem (disease)
6560,disease,hypohidrosis,MONDO,hypohidrosis,hypohidrosis
6608,disease,seborrheic dermatitis (disease),MONDO,seborrheic dermatitis (disease),seborrheic dermatitis
21129,disease,microphthalmia,MONDO,microphthalmia,microphthalmia
2043,disease,ectropion (disease),MONDO,ectropion (disease),ectropion (disease)
45050,disease,nuclear cataract,MONDO,nuclear cataract,cataract
18102,disease,corneal dystrophy (disease),MONDO,corneal dystrophy (disease),corneal dystrophy
5105,disease,melanoma (disease),MONDO,melanoma (disease),melanoma
20283,disease,uveitis (disease),MONDO,uveitis (disease),uveitis
1271,disease,lens subluxation (disease),MONDO,lens subluxation (disease),lens subluxation (disease)
88,disease,precocious puberty,MONDO,precocious puberty,precocious puberty
1566,disease,hypercalcemia disease,MONDO,hypercalcemia disease,hypercalcemia disease
5397,disease,goiter (disease),MONDO,goiter (disease),goiter (disease)
21187,disease,hyperlipidemia (disease),MONDO,hyperlipidemia (disease),hyperlipidemia
2177,disease,hyperinsulinism (disease),MONDO,hyperinsulinism (disease),hyperinsulinism (disease)
1556,disease,urethral obstruction (disease),MONDO,urethral obstruction (disease),urethral obstruction
15848,disease,septate vagina,MONDO,septate vagina,septate vagina
16754,disease,vestibular schwannoma (disease),MONDO,vestibular schwannoma (disease),vestibular schwannoma (disease)
42727,disease,sacrococcygeal teratoma,MONDO,sacrococcygeal teratoma,sacrococcygeal teratoma
20289,disease,congenital tricuspid malformation,MONDO,congenital tricuspid malformation,congenital tricuspid malformation
5296,disease,sleep apnea syndrome,MONDO,sleep apnea syndrome,sleep apnea syndrome
5262,disease,central nervous system cyst (disease),MONDO,central nervous system cyst (disease),central nervous system cyst (disease)
1384,disease,myopia (disease),MONDO,myopia,myopia
5318,disease,canker sore,MONDO,canker sore,canker sore
6497,disease,cerebral palsy,MONDO,cerebral palsy,cerebral palsy
20246,disease,inherited vitreoretinopathy,MONDO,inherited vitreoretinopathy,inherited vitreoretinopathy
18664,disease,ectopia cordis (disease),MONDO,ectopia cordis (disease),ectopia cordis (disease)
2070,disease,ventricular septal defect (disease),MONDO,ventricular septal defect,ventricular septal defect
5025,disease,endocarditis (disease),MONDO,endocarditis (disease),endocarditis
3924,disease,adrenal cortex adenoma,MONDO,adrenal cortex adenoma,adrenal cortex adenoma
5070,disease,neoplasm (disease),MONDO,neoplasm (disease),neoplasm (disease)
1370,disease,pericardial effusion (disease),MONDO,pericardial effusion (disease),pericardial effusion (disease)
20236,disease,lens position anomaly,MONDO,lens position anomaly,lens position anomaly
4979,disease,asthma,MONDO,asthma,asthma
5012,disease,cutaneous melanoma (disease),MONDO,cutaneous melanoma (disease),melanoma
5667,disease,biliary dyskinesia,MONDO,biliary dyskinesia,biliary dyskinesia
2203,disease,constipation disorder,MONDO,constipation disorder,constipation disorder
2462,disease,glomerulonephritis (disease),MONDO,glomerulonephritis (disease),glomerulonephritis
3019,disease,potassium deficiency disease,MONDO,potassium deficiency disease,potassium deficiency disease
5133,disease,endometriosis (disease),MONDO,endometriosis (disease),endometriosis (disease)
1953,disease,pyuria (disease),MONDO,pyuria (disease),pyuria (disease)
2333,disease,splenic abscess (disease),MONDO,splenic abscess (disease),splenic abscess (disease)
5492,disease,urticaria (disease),MONDO,urticaria (disease),urticaria (disease)
2127,disease,urethral stricture (disease),MONDO,urethral stricture (disease),urethral stricture (disease)
19773,disease,myelomeningocele,MONDO,myelomeningocele,myelomeningocele
5304,disease,biliary tract neoplasm (disease),MONDO,biliary tract neoplasm (disease),biliary tract neoplasm (disease)
1519,disease,entropion (disease),MONDO,entropion (disease),entropion (disease)
5233,disease,non-small cell lung carcinoma (disease),MONDO,non-small cell lung carcinoma (disease),non-small cell lung carcinoma (disease)
2102,disease,cheilitis,MONDO,cheilitis,cheilitis
2119,disease,ossifying fibroma (disease),MONDO,ossifying fibroma (disease),ossifying fibroma (disease)
4348,disease,retinal telangiectasia,MONDO,retinal telangiectasia,retinal telangiectasia
1915,disease,orbital cyst,MONDO,orbital cyst,orbital cyst
1321,disease,scleral staphyloma (disease),MONDO,scleral staphyloma (disease),scleral staphyloma (disease)
1913,disease,oligospermia,MONDO,oligospermia,oligospermia
5347,disease,hypertriglyceridemia (disease),MONDO,hypertriglyceridemia (disease),hypertriglyceridemia (disease)
2610,disease,purpura (disease),MONDO,purpura (disease),purpura (disease)
24276,disease,glandular cell neoplasm,MONDO,glandular cell neoplasm,glandular cell neoplasm
5310,disease,atrial flutter (disease),MONDO,atrial flutter (disease),atrial flutter (disease)
5279,disease,pulmonary embolism (disease),MONDO,pulmonary embolism (disease),pulmonary embolism (disease)
2807,disease,bronchial neoplasm (disease),MONDO,bronchial neoplasm (disease),bronchial neoplasm (disease)
21210,disease,trachea neoplasm,MONDO,trachea neoplasm,trachea neoplasm
5292,disease,colitis (disease),MONDO,colitis (disease),colitis (disease)
11438,disease,acne (disease),MONDO,acne (disease),acne (disease)
5936,disease,recurrent pneumonia (disease),MONDO,recurrent pneumonia (disease),recurrent pneumonia (disease)
3155,disease,cavernous hemangioma,MONDO,cavernous hemangioma,cavernous hemangioma
5463,disease,aortic valve calcification (disease),MONDO,aortic valve calcification (disease),aortic valve calcification (disease)
5341,disease,skin basal cell carcinoma,MONDO,skin basal cell carcinoma,skin carcinoma
15075,disease,thyroid gland carcinoma,MONDO,thyroid gland carcinoma,thyroid gland carcinoma
5164,disease,fibrosarcoma (disease),MONDO,fibrosarcoma (disease),fibrosarcoma (disease)
2598,disease,germinoma (disease),MONDO,germinoma (disease),germinoma (disease)
15677,disease,cardiac diverticulum (disease),MONDO,cardiac diverticulum (disease),cardiac diverticulum (disease)
6573,disease,lipodystrophy (disease),MONDO,lipodystrophy (disease),lipodystrophy (disease)
4754,disease,rectal prolapse (disease),MONDO,rectal prolapse (disease),rectal prolapse (disease)
16982,disease,angiosarcoma (disease),MONDO,angiosarcoma (disease),angiosarcoma (disease)
1409,disease,esophagitis (disease),MONDO,esophagitis (disease),esophagitis (disease)
5212,disease,rhabdomyosarcoma (disease),MONDO,rhabdomyosarcoma (disease),rhabdomyosarcoma (disease)
2816,disease,adrenal cortex disease,MONDO,adrenal cortex disease,adrenal cortex disease
21034,disease,genetic alopecia,MONDO,genetic alopecia,genetic alopecia
2243,disease,hemorrhagic disease,MONDO,hemorrhagic disease,hemorrhagic disease
2245,disease,blood platelet disease,MONDO,blood platelet disease,blood platelet disease
3847,disease,Mendelian disease,MONDO,Mendelian disease,Mendelian disease
1703,disease,color vision disorder,MONDO,color vision disorder,color vision disorder
3832,disease,complement deficiency,MONDO,complement deficiency,complement deficiency
24290,disease,enuresis,MONDO,enuresis,enuresis
15508,disease,genetic parenchymatous liver disease,MONDO,genetic parenchymatous liver disease,genetic parenchymatous liver disease
17704,disease,familial partial epilepsy,MONDO,familial partial epilepsy,familial myoclonic epilepsy
2612,disease,frontal lobe epilepsy,MONDO,frontal lobe epilepsy,frontal lobe epilepsy
24300,disease,hypophosphatemic rickets,MONDO,hypophosphatemic rickets,hypophosphatemic rickets
23603,disease,hereditary connective tissue disorder,MONDO,hereditary connective tissue disorder,hereditary connective tissue disorder
20573,disease,inherited disease susceptibility,MONDO,inherited disease susceptibility,inherited disease susceptibility
4069,disease,inborn mitochondrial metabolism disorder,MONDO,inborn mitochondrial metabolism disorder,inborn mitochondrial metabolism disorder
15979,disease,hereditary predisposition to infections,MONDO,hereditary predisposition to infections,hereditary predisposition to infections
20128,disease,motor neuron disease,MONDO,motor neuron disease,motor neuron disease
19796,disease,acrocephalosyndactyly,MONDO,acrocephalosyndactyly,acrocephalopolydactyly
5039,disease,reproductive system disease,MONDO,reproductive system disease,reproductive system disease
15572,disease,cerebral malformation due to abnormal neuronal migration,MONDO,cerebral malformation due to abnormal neuronal migration,cerebral malformation due to abnormal neuronal migration
508,disease,syndromic intellectual disability,MONDO,syndromic intellectual disability,syndromic intellectual disability
2259,disease,gonadal disease,MONDO,gonadal disease,gonadal disease
21147,disease,disorder of development or morphogenesis,MONDO,disorder of development or morphogenesis,disorder of development or morphogenesis
5181,disease,progressive external ophthalmoplegia,MONDO,progressive external ophthalmoplegia,progressive external ophthalmoplegia
387,disease,hypochromic microcytic anemia (disease),MONDO,hypochromic microcytic anemia (disease),hypochromic anemia
6506,disease,congenital nonspherocytic hemolytic anemia,MONDO,congenital nonspherocytic hemolytic anemia,congenital nonspherocytic hemolytic anemia
15503,disease,nose and cavum anomaly,MONDO,nose and cavum anomaly,nose and cavum anomaly
18562,disease,genetic otorhinolaryngological malformation,MONDO,genetic otorhinolaryngological malformation,genetic otorhinolaryngological malformation
15412,disease,median facial cleft,MONDO,median facial cleft,facial cleft
